ORI,AGENCY,Govt_level,placename,CNTY,POP100,White_count,Black_count,Other_count,Hispan_allcount,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispan_Males_All,Age1524_HispanM,Age1524_HispanF,Hispan_Females_All,Other_Males_All,Age1524_OtherM,Age1524_OtherF,Other_Females_All,Pct_WYM,Pct_WYF,POP,STATEFP,place_fips
MN07306,WAITE PARK,2,Waite Park city,,5020,4901,26,68,25,543,2331,746,2581,5,17,2,9,14,3,4,11,7,2,2,4,0.232947232947233,0.289035257652073,5020.0,27,67612
MN08205,SAINT PAUL PARK,2,St. Paul Park city,,4965,4793,32,55,85,308,2396,309,2438,2,20,1,13,34,1,3,51,14,0,3,26,0.128547579298831,0.126743232157506,4965.0,27,58018
MN06402,REDWOOD FALLS,2,Redwood Falls city,,4859,4768,20,44,27,237,2266,254,2519,0,10,2,10,17,4,1,10,6,2,0,4,0.104589585172109,0.100833664152441,4859.0,27,53656
MN00203,CIRCLE PINES-LEXINGTON,2,Circle Pines city,,4704,4578,5,87,34,263,2339,257,2265,1,4,0,1,17,5,4,17,5,3,1,4,0.1124412141941,0.113465783664459,4704.0,27,11494
MN04301,GLENCOE,2,Glencoe city,,4648,4494,8,36,110,282,2158,243,2390,0,5,0,3,63,14,15,47,26,5,8,23,0.13067655236329906,0.101673640167364,4648.0,27,23948
MN05901,PIPESTONE,2,Pipestone city,,4554,4331,4,190,29,219,1964,255,2380,0,1,0,3,18,0,1,11,4,0,0,4,0.111507128309572,0.107142857142857,4613.0,27,51388
MN02732,DAYTON,2,Dayton city,,4443,4335,12,81,15,375,2242,282,2104,3,7,1,5,7,2,0,8,0,0,0,3,0.167261373773417,0.134030418250951,4548.0,27,15022
MN08212,HUGO,2,Hugo city,,4417,4350,5,47,15,313,2226,293,2135,0,4,0,1,6,0,3,9,2,0,0,2,0.14061096136567802,0.13723653395784502,4417.0,27,30392
MN07901,LAKE CITY,2,Lake City city,,4391,4299,2,73,17,223,2003,245,2306,0,1,0,1,9,1,0,8,4,0,0,3,0.111333000499251,0.106244579358196,4391.0,27,34172
MN06701,LUVERNE,2,Luverne city,,4382,4349,4,11,18,211,1970,231,2389,1,2,1,2,7,3,1,11,3,0,0,5,0.10710659898477197,0.096693177061532,4487.0,27,38564
MN08302,SAINT JAMES,2,St. James city,,4364,4001,3,28,332,235,1917,218,2161,1,3,0,1,168,29,45,164,127,22,36,127,0.122587376108503,0.100879222582138,4364.0,27,57040
MN02803,LA CRESCENT,2,La Crescent city,,4311,4259,15,23,14,228,2127,221,2144,0,8,1,8,8,1,0,6,1,0,0,0,0.107193229901269,0.103078358208955,4311.0,27,33866
MN01702,WINDOM,2,Windom city,,4283,4239,5,23,16,233,1988,249,2261,1,6,0,3,8,1,3,8,0,0,1,3,0.11720321931589503,0.110128261831048,4283.0,27,70798
MN08001,WADENA,2,Wadena city,,4131,4068,1,34,28,252,1891,241,2191,0,1,0,0,11,3,4,17,6,1,3,8,0.13326282390269698,0.10999543587403,4131.0,27,67504
MN06908,EVELETH,2,Eveleth city,,4064,3967,6,86,5,243,1840,217,2131,0,5,1,2,3,1,1,2,0,0,0,1,0.132065217391304,0.101830126701079,4116.0,27,19934
MN06907,ELY,2,Ely city,,3968,3908,18,36,6,368,1906,215,2005,15,16,1,2,4,1,0,2,1,0,0,1,0.193074501573977,0.107231920199501,3968.0,27,19142
MN02723,WAYZATA,2,Wayzata city,,3806,3711,21,39,35,223,1768,187,1970,1,13,0,8,19,2,2,16,3,0,0,4,0.12613122171945698,0.0949238578680203,3806.0,27,68818
MN02201,BLUE EARTH,2,Blue Earth city,,3745,3668,7,19,51,168,1643,184,2054,0,4,0,3,28,6,4,23,10,2,1,11,0.102251978088862,0.0895813047711782,3745.0,27,6688
MN08204,NEWPORT,2,Newport city,,3720,3469,44,75,132,232,1763,224,1781,2,26,3,25,62,13,4,70,22,1,2,22,0.131593874078276,0.125772038180797,3720.0,27,45790
MN04802,PRINCETON,2,Princeton city,,3719,3678,5,20,16,213,1710,218,1980,1,4,0,2,6,1,1,10,0,0,0,0,0.124561403508772,0.11010101010101,3719.0,27,52522
MN04002,LE SUEUR,2,Le Sueur city,,3714,3677,2,20,15,221,1755,195,1934,1,2,0,0,9,4,0,6,1,1,0,2,0.125925925925926,0.100827300930714,3802.0,27,36746
MN08401,BRECKENRIDGE,2,Breckenridge city,,3708,3630,2,41,35,238,1704,204,1942,1,1,0,1,22,6,3,13,11,3,3,8,0.139671361502347,0.105046343975283,3708.0,27,7462
MN01805,BAXTER,2,Baxter city,,3695,3651,3,22,19,202,1806,193,1855,0,2,0,1,8,1,1,11,4,1,2,6,0.111849390919158,0.104043126684636,3695.0,27,4042
MN00802,SLEEPY EYE,2,Sleepy Eye city,,3694,3620,1,20,53,201,1689,183,1949,0,1,0,1,28,9,3,25,18,8,2,14,0.119005328596803,0.0938943047716778,3782.0,27,60844
MN02705,DEEPHAVEN,2,Deephaven city,,3653,3581,9,52,11,195,1778,173,1813,2,8,0,1,3,0,0,8,0,0,0,0,0.10967379077615302,0.0954219525648097,3653.0,27,15148
MN03802,TWO HARBORS,2,Two Harbors city,,3651,3623,0,17,11,180,1693,204,1940,1,1,0,0,7,1,1,4,0,0,0,0,0.10632014176018903,0.10515463917525802,3651.0,27,65956
MN07305,SAUK CENTRE,2,Sauk Centre city,,3581,3551,7,11,12,208,1674,196,1888,0,3,2,4,6,2,1,6,1,0,0,0,0.124253285543608,0.103813559322034,3581.0,27,58648
MN07003,NEW PRAGUE,2,New Prague city,,3569,3535,3,12,19,198,1660,204,1891,0,1,0,2,12,5,1,7,3,2,0,0,0.119277108433735,0.107879428873612,2426.0,27,45808
MN03201,JACKSON,2,Jackson city,,3559,3383,1,150,25,195,1596,176,1794,0,1,0,0,10,2,1,15,7,1,1,11,0.12218045112782,0.0981047937569677,3559.0,27,31562
MN02002,KASSON,2,Kasson city,,3514,3457,0,32,25,195,1679,231,1794,0,0,0,0,10,2,6,15,5,0,4,8,0.11614055985705805,0.12876254180602,3514.0,27,32498
MN08214,OAK PARK HEIGHTS,2,Oak Park Heights city,,3486,3259,125,59,43,239,1653,216,1630,33,122,2,3,30,9,0,13,20,8,0,1,0.144585601935874,0.132515337423313,3486.0,27,47914
MN02728,ST BONIFACIUS-MINNETRIST,2,Minnetrista city,,3439,3397,3,24,15,208,1784,159,1624,0,2,1,3,9,1,1,6,2,0,0,0,0.116591928251121,0.0979064039408867,4619.0,27,43306
MN06912,MOUNTAIN IRON,2,Mountain Iron city,,3362,3323,1,36,2,224,1593,236,1732,0,0,0,1,1,0,0,1,1,0,0,0,0.140615191462649,0.13625866050808302,3441.0,27,44548
MN07311,SAINT JOSEPH,2,St. Joseph city,,3294,3186,32,38,38,389,1121,1110,2094,1,2,18,30,9,3,20,29,0,0,5,6,0.347011596788582,0.5300859598853871,3294.0,27,57130
MN07602,BENSON,2,Benson city,,3235,3180,0,38,17,150,1497,137,1697,0,0,0,0,9,2,2,8,1,0,1,2,0.10020040080160303,0.0807307012374779,3235.0,27,5212
MN02501,CANNON FALLS,2,Cannon Falls city,,3232,3190,0,29,13,186,1516,195,1685,0,0,0,0,7,1,1,6,2,0,0,0,0.122691292875989,0.115727002967359,3232.0,27,9730
MN08201,BAYPORT,2,Bayport city,,3200,2565,438,142,55,115,1678,77,897,9,436,0,2,53,1,0,2,44,1,0,2,0.0685339690107271,0.0858416945373467,3200.0,27,4114
MN07001,BELLE PLAINE,2,Belle Plaine city,,3149,3113,1,26,9,179,1503,194,1617,0,1,0,0,4,0,2,5,1,0,0,1,0.119095143047239,0.119975262832406,3149.0,27,4834
MN07101,BIG LAKE,2,Big Lake city,,3113,3066,5,20,22,185,1485,238,1593,1,3,0,2,10,1,4,12,5,0,1,6,0.124579124579125,0.14940364092906502,3113.0,27,5752
MN02730,MEDINA,2,Medina city,,3096,3028,12,35,21,206,1559,164,1484,1,6,0,7,11,0,1,10,3,0,0,2,0.13213598460551598,0.110512129380054,3096.0,27,41480
MN08702,GRANITE FALLS,2,Granite Falls city,,3083,3016,0,39,28,194,1445,149,1573,0,1,0,0,12,3,1,16,11,2,0,13,0.134256055363322,0.094723458359822,3122.0,27,25280
MN06913,PROCTOR,2,Proctor city,,2974,2920,8,26,20,205,1404,188,1527,1,5,0,3,14,4,1,6,3,0,0,2,0.14601139601139598,0.123117223313687,2974.0,27,52630
MN07002,JORDAN,2,Jordan city,,2909,2856,5,20,28,181,1436,178,1438,1,2,0,3,18,1,1,10,6,1,0,3,0.126044568245125,0.123783031988873,3833.0,27,32174
MN03301,MORA,2,Mora city,,2905,2866,1,19,19,147,1287,150,1586,0,3,0,2,9,0,0,10,3,0,0,3,0.114219114219114,0.094577553593947,2905.0,27,44044
MN08503,GOODVIEW,2,Goodview city,,2878,2822,8,30,18,204,1419,164,1412,0,4,0,5,8,2,2,10,5,1,2,4,0.143763213530655,0.11614730878187,2878.0,27,24524
MN02901,PARK RAPIDS,2,Park Rapids city,,2863,2775,1,84,3,130,1246,146,1532,1,1,0,0,3,0,0,0,0,0,0,0,0.104333868378812,0.0953002610966057,2863.0,27,49768
MN02801,CALEDONIA,2,Caledonia city,,2846,2823,0,22,1,149,1340,149,1484,0,0,0,0,1,0,0,0,0,0,0,0,0.111194029850746,0.100404312668464,2846.0,27,9226
MN02737,WEST HENNEPIN,2,Independence city,,2822,2771,1,35,15,173,1407,167,1369,0,0,1,1,6,1,1,9,4,1,2,6,0.122956645344705,0.12198685171658097,4849.0,27,30842
MN07701,LONG PRAIRIE,2,Long Prairie city,,2786,2758,0,13,15,157,1240,151,1531,0,0,0,0,3,0,2,12,1,1,0,4,0.126612903225806,0.0986283474853037,2786.0,27,38060
MN07902,PLAINVIEW,2,Plainview city,,2768,2734,3,16,15,141,1313,161,1431,1,2,1,1,7,0,1,8,1,0,1,4,0.10738766184310697,0.112508735150245,2834.0,27,51424
MN07702,STAPLES,2,Staples city,,2754,2716,5,19,14,240,1282,172,1446,1,4,1,1,7,2,1,7,2,1,0,0,0.187207488299532,0.118948824343015,2754.0,27,62446
MN02716,OSSEO,2,Osseo city,,2704,2663,7,13,21,180,1261,179,1414,0,3,0,4,9,3,2,12,4,2,1,5,0.14274385408406,0.126591230551627,2704.0,27,49012
MN06503,OLIVIA,2,Olivia city,,2623,2551,2,15,55,128,1202,144,1378,0,2,0,1,27,9,8,28,16,6,2,9,0.10648918469218,0.104499274310595,2576.0,27,48256
MN06101,GLENWOOD,2,Glenwood city,,2573,2566,0,5,2,121,1171,115,1396,0,0,0,0,1,0,0,1,3,0,0,0,0.10333048676345,0.082378223495702,2573.0,27,24074
MN01402,DILWORTH,2,Dilworth city,,2562,2416,1,40,105,185,1200,170,1241,0,1,0,0,59,15,8,46,44,10,7,36,0.154166666666667,0.136986301369863,2562.0,27,15976
MN07302,MELROSE,2,Melrose city,,2561,2538,0,7,16,157,1245,137,1301,0,0,0,0,8,2,1,8,2,0,0,2,0.12610441767068306,0.105303612605688,2561.0,27,41570
MN00215,SAINT FRANCIS,2,St. Francis city,,2538,2467,16,42,13,180,1256,168,1220,1,11,0,5,10,1,0,3,7,1,0,2,0.143312101910828,0.137704918032787,3306.0,27,56950
MN02204,WELLS,2,Wells city,,2465,2389,2,15,59,98,1082,117,1329,0,2,0,0,30,2,5,29,18,1,3,19,0.0905730129390018,0.0880361173814898,2497.0,27,69106
MN01304,LINDSTROM,2,Lindstrom city,,2461,2441,1,4,15,135,1178,119,1270,0,1,0,0,4,0,2,11,2,0,1,6,0.11460101867572198,0.0937007874015748,3047.0,27,37304
MN06801,ROSEAU,2,Roseau city,,2396,2379,2,14,1,169,1166,144,1214,0,1,0,1,0,0,0,1,0,0,0,0,0.144939965694683,0.118616144975288,2396.0,27,55546
MN07903,WABASHA,2,Wabasha city,,2384,2363,2,12,7,120,1088,112,1281,1,3,0,0,5,0,0,2,0,0,0,0,0.110294117647059,0.08743169398907101,2384.0,27,67378
MN02707,SOUTH LAKE MINNETONKA,2,Excelsior city,,2367,2293,5,38,31,135,1043,169,1275,0,4,2,2,14,3,1,17,3,1,0,1,0.129434324065197,0.13254901960784302,10399.0,27,20078
MN06911,HOYT LAKES,2,Hoyt Lakes city,,2348,2335,0,7,6,117,1172,119,1169,0,0,0,0,3,1,1,3,0,0,0,1,0.0998293515358362,0.101796407185629,2403.0,27,30302
MN02508,ZUMBROTA,2,Zumbrota city,,2312,2282,3,12,15,92,1075,100,1220,0,2,0,1,9,0,0,6,4,0,0,0,0.0855813953488372,0.0819672131147541,2574.0,27,72328
MN07303,PAYNESVILLE,2,Paynesville city,,2275,2260,6,6,3,126,1041,126,1220,0,1,1,5,0,0,0,3,0,0,0,2,0.121037463976945,0.10327868852459,2267.0,27,49966
MN00601,ORTONVILLE,2,Ortonville city,,2205,2176,1,18,10,85,982,91,1203,0,0,1,1,5,1,2,5,0,0,0,1,0.0865580448065173,0.0756442227763924,2233.0,27,48706
MN00803,SPRINGFIELD,2,Springfield city,,2173,2163,0,3,7,81,1004,95,1166,0,0,0,0,4,0,1,3,0,0,0,0,0.0806772908366534,0.08147512864494001,2224.0,27,61816
MN01802,CROSBY,2,Crosby city,,2073,2046,2,19,6,123,913,108,1136,0,1,0,1,4,1,1,2,1,0,0,0,0.134720700985761,0.0950704225352113,2099.0,27,13924
MN04202,TRACY,2,Tracy city,,2059,2025,2,21,11,88,925,100,1108,0,0,1,3,5,1,0,6,1,0,0,0,0.0951351351351351,0.0902527075812274,2059.0,27,65308
MN08606,ANNANDALE,2,Annandale city,,2054,2028,2,14,10,133,965,143,1070,0,1,0,1,5,1,1,5,1,0,1,2,0.13782383419689098,0.133644859813084,3169.0,27,1684
MN06901,AURORA,2,Aurora city,,1965,1946,0,14,5,107,953,96,994,0,0,0,0,4,0,0,1,2,0,0,1,0.112277019937041,0.096579476861167,1965.0,27,2872
MN03702,MADISON,2,Madison city,,1951,1941,2,6,2,77,892,57,1051,0,1,0,1,1,0,0,1,0,0,0,0,0.086322869955157,0.0542340627973359,1997.0,27,39266
MN06909,GILBERT,2,Gilbert city,,1934,1915,2,15,2,98,922,76,994,0,0,0,2,1,0,0,1,0,0,0,1,0.10629067245119303,0.0764587525150905,1943.0,27,23714
MN01701,MOUNTAIN LAKE,2,Mountain Lake city,,1906,1816,1,66,23,77,850,79,981,0,0,1,1,10,1,4,13,4,1,2,7,0.0905882352941176,0.0805300713557594,1792.0,27,44566
MN03801,SILVER BAY,2,Silver Bay city,,1894,1864,0,16,14,78,951,57,925,0,0,0,0,4,1,2,10,1,0,0,1,0.082018927444795,0.0616216216216216,1938.0,27,60250
MN01305,NORTH BRANCH,2,North Branch city,,1867,1836,1,20,10,129,874,129,972,0,0,0,1,4,1,3,6,0,0,0,0,0.147597254004577,0.132716049382716,2321.0,27,46798
MN03202,LAKEFIELD,2,Lakefield city,,1679,1672,0,3,4,83,768,102,904,0,0,0,0,2,0,1,2,2,0,1,2,0.108072916666667,0.11283185840708,1718.0,27,34316
MN06802,WARROAD,2,Warroad city,,1679,1543,0,124,12,114,736,99,815,0,0,0,0,6,0,1,6,2,0,0,2,0.15489130434782594,0.12147239263803697,1769.0,27,68224
MN03701,DAWSON,2,Dawson city,,1626,1609,2,7,8,75,741,64,874,0,1,1,2,4,2,1,4,1,0,0,0,0.101214574898785,0.0732265446224256,1664.0,27,14968
MN06902,BABBITT,2,Babbitt city,,1562,1551,3,8,0,75,782,55,769,0,3,0,0,0,0,0,0,0,0,0,0,0.0959079283887468,0.0715214564369311,1688.0,27,3106
MN07601,APPLETON,2,Appleton city,,1552,1499,4,10,39,82,721,57,807,0,3,0,1,25,4,4,14,5,1,2,5,0.11373092926491,0.0706319702602231,1575.0,27,1864
MN02504,KENYON,2,Kenyon city,,1552,1537,0,2,13,86,722,78,821,0,0,0,0,8,2,2,5,4,2,1,3,0.119113573407202,0.095006090133983,1589.0,27,32840
MN00902,MOOSE LAKE,2,Moose Lake city,,1206,1184,0,20,2,45,490,51,695,0,0,0,0,2,0,0,0,0,0,0,0,0.0918367346938776,0.0733812949640288,1538.0,27,43954
MN07104,BECKER,2,Becker city,,902,896,0,2,4,65,438,85,461,0,0,0,0,4,1,0,0,0,0,0,0,0.148401826484018,0.184381778741866,1862.0,27,4618
MN00214,HILLTOP,2,Hilltop city,,749,694,20,28,7,53,344,47,355,5,13,1,8,3,1,1,4,2,0,0,0,0.15406976744186,0.13239436619718306,810.0,27,29258
MN06915,FLOODWOOD,2,Floodwood city,,574,574,0,0,0,27,263,35,311,0,0,0,0,0,0,0,0,0,0,0,0,0.102661596958175,0.112540192926045,503.0,27,21338
MS00100,ADAMS,1,Adams County,1.0,35356,17938,17162,104,152,984,8573,1041,9455,1220,7644,1426,9568,80,13,8,72,5,1,1,8,0.114778957191182,0.110100475938657,15725.0,28,99001
MS00400,ATTALA,1,Attala County,7.0,18481,11103,7260,60,58,677,5266,629,5848,620,3362,713,3937,24,2,10,34,7,1,0,1,0.128560577288264,0.107558139534884,11434.0,28,99007
MS00700,CALHOUN,1,Calhoun County,13.0,14908,10788,4024,18,78,776,5227,683,5602,379,1853,406,2174,49,20,3,29,28,12,0,8,0.148459919647982,0.121920742591931,11228.0,28,99013
MS00900,CHICKASAW,1,Chickasaw County,17.0,18085,11022,6944,34,85,771,5370,749,5690,552,3247,653,3734,34,7,9,51,1,0,0,3,0.143575418994413,0.13163444639718802,11054.0,28,99017
MS01100,CLAIBORNE,1,Claiborne County,21.0,11370,1976,9302,36,56,104,997,88,997,1367,4247,1724,5093,23,6,8,33,0,0,0,0,0.104312938816449,0.0882647943831495,9560.0,28,99021
MS01200,CLARKE,1,Clarke County,23.0,17313,11271,5963,15,64,823,5476,732,5836,458,2719,524,3258,30,10,3,34,7,3,1,3,0.15029218407596806,0.125428375599726,13429.0,28,99023
MS01300,CLAY,1,Clay County,25.0,21120,9745,11245,50,80,602,4704,613,5085,1093,5242,1141,6024,39,5,4,41,7,1,1,7,0.12797619047619,0.12055063913471,12631.0,28,99025
MS01400,COAHOMA,1,Coahoma County,27.0,31665,10933,20335,126,271,662,5186,605,5815,1791,9110,2055,11344,144,33,20,127,52,11,6,26,0.127651369070575,0.104041272570937,12042.0,28,99027
MS01500,COPIAH,1,Copiah County,29.0,27592,13553,13885,46,108,1044,6580,896,7022,1509,6556,1476,7364,55,19,8,53,11,4,3,11,0.15866261398176298,0.127598974651097,18008.0,28,99029
MS01600,COVINGTON,1,Covington County,31.0,16527,10671,5779,28,49,750,5226,698,5473,563,2738,556,3057,26,3,5,23,2,0,0,3,0.14351320321469596,0.12753517266581402,14207.0,28,99031
MS01800,FORREST,1,Forrest County,35.0,68314,46315,20947,553,499,4909,22160,5186,24512,1988,9346,2550,11655,249,86,88,250,45,12,19,46,0.22152527075812306,0.211569843342037,19134.0,28,99035
MS01900,FRANKLIN,1,Franklin County,37.0,8377,5277,3074,5,21,323,2568,290,2722,253,1419,256,1660,10,0,2,11,2,0,1,1,0.125778816199377,0.106539309331374,7707.0,28,99037
MS02100,GREENE,1,Greene County,41.0,10220,7954,2185,16,65,641,4076,577,3923,214,1172,164,1022,33,8,5,32,7,2,0,3,0.15726202158979402,0.147081315319908,8555.0,28,99041
MS02200,GRENADA,1,Grenada County,43.0,21555,12522,8886,61,86,787,5975,808,6588,737,4039,846,4877,43,7,7,43,8,1,1,6,0.13171548117154802,0.122647237401336,11327.0,28,99043
MS02400,HARRISON,1,Harrison County,47.0,165365,125635,32083,4708,2939,10969,64350,8930,63280,3071,15383,3022,16898,1495,342,258,1444,365,121,73,292,0.17045843045842998,0.141118836915297,56910.0,28,99047
MS02500,HINDS,1,Hinds County,49.0,254441,122614,129216,1463,1148,8571,58546,8432,64631,11626,59693,13363,69865,544,98,78,604,102,19,23,121,0.14639770436921398,0.13046370936547502,31380.0,28,99049
MS02600,HOLMES,1,Holmes County,51.0,21604,5161,16336,45,62,343,2418,351,2758,1514,7545,1548,8830,32,9,4,30,2,0,0,5,0.14185277088502898,0.12726613488034802,11581.0,28,99051
MS02900,ITAWAMBA,1,Itawamba County,57.0,20017,18514,1357,47,99,1466,9064,1466,9532,205,694,147,665,44,7,11,55,5,1,1,5,0.161738746690203,0.153797733948804,16941.0,28,99057
MS03000,JACKSON,1,Jackson County,59.0,115243,89315,23512,1356,1060,6609,44737,6235,45377,2103,11171,2151,12410,509,89,75,551,93,16,9,86,0.14773006683505802,0.137404411926747,72144.0,28,99059
MS03300,JEFFERSON DAVIS,1,Jefferson Davis County,65.0,14051,6324,7640,43,44,451,3050,407,3280,732,3573,673,4102,20,6,4,24,1,1,1,1,0.147868852459016,0.124085365853659,14051.0,28,99065
MS03400,JONES,1,Jones County,67.0,62031,46064,15457,305,205,3198,22290,3131,23903,1328,7124,1420,8365,104,12,12,101,17,0,5,17,0.143472409152086,0.13098774212442,40448.0,28,99067
MS03700,LAMAR,1,Lamar County,73.0,30424,26477,3628,151,168,2062,13071,1993,13528,315,1650,360,1987,73,10,15,95,20,3,4,17,0.15775380613572,0.147324068598462,34765.0,28,99073
MS03800,LAUDERDALE,1,Lauderdale County,75.0,75555,48444,26204,406,501,3454,23495,3216,25211,2307,12001,2549,14279,253,73,47,248,76,33,12,45,0.147010002128112,0.12756336519773098,34481.0,28,99075
MS04100,LEE,1,Lee County,81.0,65581,51059,13972,190,360,3450,24644,3554,26616,1164,6487,1198,7562,184,42,30,176,43,10,4,33,0.13999350754747594,0.133528704538623,30673.0,28,99081
MS04200,LEFLORE,1,Leflore County,83.0,37341,14471,22572,152,146,909,6780,829,7736,2303,10420,2312,12222,67,19,8,79,15,3,0,15,0.13407079646017694,0.107161323681489,16949.0,28,99083
MS04300,LINCOLN,1,Lincoln County,85.0,30278,21132,9021,65,60,1489,10208,1335,10954,768,4144,839,4894,29,3,6,31,6,0,0,4,0.145865987460815,0.121873288296513,23305.0,28,99085
MS04400,LOWNDES,1,Lowndes County,87.0,59308,36442,21990,385,491,2895,18019,2890,18717,1907,10018,2248,12023,217,59,73,274,80,24,15,73,0.160663743825961,0.154405086285195,35642.0,28,99087
MS04500,MADISON,1,Madison County,89.0,53794,29635,23656,227,276,1659,14428,1732,15361,2215,10956,2565,12775,139,26,19,137,19,4,3,24,0.114984751871361,0.112753075971616,24547.0,28,99089
MS04900,MONTGOMERY,1,Montgomery County,97.0,12388,6903,5408,27,50,442,3287,424,3629,441,2472,518,2968,15,2,6,35,2,0,0,3,0.134469120778826,0.116836594103059,6683.0,28,99097
MS05300,OKTIBBEHA,1,Oktibbeha County,105.0,38375,23871,13131,1043,330,5043,12495,4040,11569,1348,5980,1653,7191,178,63,37,152,61,26,4,30,0.40360144057623,0.349209093266488,20062.0,28,99105
MS05400,PANOLA,1,Panola County,107.0,29996,15326,14452,65,153,1078,7431,960,7945,1386,6738,1437,7795,77,12,14,76,9,1,2,12,0.145067958552012,0.120830711139081,23710.0,28,99107
MS05800,PONTOTOC,1,Pontotoc County,115.0,22237,18873,3235,64,65,1406,9226,1323,9691,271,1495,309,1751,36,8,4,29,7,1,0,3,0.152395404292218,0.13651841915179,26726.0,28,99115
MS06100,RANKIN,1,Rankin County,121.0,87161,71683,14573,385,520,4980,35245,4870,36788,1215,6922,1185,7688,267,46,39,253,80,17,10,52,0.14129663782096802,0.13238012395346302,50252.0,28,99121
MS06400,SIMPSON,1,Simpson County,127.0,23953,16086,7732,68,67,1082,7890,1010,8234,680,3747,682,3990,28,3,4,39,9,1,1,10,0.137135614702155,0.12266213262084,17883.0,28,99127
MS06900,TATE,1,Tate County,137.0,21432,13888,7361,62,121,1164,6824,1116,7121,703,3460,781,3957,53,8,15,68,5,1,0,1,0.170574443141852,0.156719561859289,15158.0,28,99137
MS07000,TIPPAH,1,Tippah County,139.0,19523,16206,3221,32,64,1209,7830,1220,8421,299,1516,311,1717,33,6,6,31,1,0,3,3,0.154406130268199,0.14487590547440898,15420.0,28,99139
MS07100,TISHOMINGO,1,Tishomingo County,141.0,17683,16967,628,32,56,1165,8126,1186,8884,35,288,58,343,22,6,7,34,3,0,0,2,0.14336697021904998,0.133498424133273,14561.0,28,99141
MS07200,TUNICA,1,Tunica County,143.0,8164,1986,6089,8,81,116,916,106,1076,592,2878,635,3270,41,10,9,40,12,5,1,1,0.12663755458515302,0.0985130111524164,9270.0,28,99143
MS07300,UNION,1,Union County,145.0,22085,18744,3202,36,103,1355,9073,1321,9731,308,1544,290,1669,53,12,9,50,17,5,3,8,0.14934420808993698,0.135751721303052,16003.0,28,99145
MS07400,WALTHALL,1,Walthall County,147.0,14352,8216,6044,42,50,568,4033,488,4219,516,2876,543,3178,34,7,2,16,2,0,0,2,0.140838085792214,0.115667219720313,12610.0,28,99147
MS07500,WARREN,1,Warren County,149.0,47880,28743,18609,274,254,1910,14101,1706,14778,1463,8351,1644,10315,114,23,22,140,19,4,4,27,0.135451386426495,0.115441873054541,26972.0,28,99149
MS07600,WASHINGTON,1,Washington County,151.0,67935,28174,39035,310,416,1838,13691,1746,14643,3436,17866,3727,21331,197,31,40,219,50,4,5,36,0.13424877656854906,0.119237861094038,12767.0,28,99151
MS07700,WAYNE,1,Wayne County,153.0,19517,12469,6920,53,75,834,6095,828,6411,615,3228,685,3729,31,7,8,44,1,0,0,2,0.13683347005742402,0.129153018249883,14374.0,28,99153
MS07800,WEBSTER,1,Webster County,155.0,10222,7914,2238,13,57,514,3837,524,4116,174,1061,213,1193,25,3,10,32,0,0,1,2,0.133958821996351,0.12730806608357598,8077.0,28,99155
MS08100,YALOBUSHA,1,Yalobusha County,161.0,12033,7448,4512,20,53,455,3514,417,3965,396,2091,430,2435,26,6,2,27,3,1,1,1,0.129482071713147,0.105170239596469,8484.0,28,99161
MS02501,JACKSON,2,Jackson city,,196637,85271,109330,1154,882,5462,40200,5406,45475,9757,50250,11732,59370,415,75,55,467,74,14,17,93,0.13587064676616906,0.118878504672897,196637.0,28,36000
MS02401,BILOXI,2,Biloxi city,,46319,33740,8526,2770,1283,4338,18049,2708,16498,984,4231,865,4394,680,183,129,603,193,77,48,143,0.24034572552496,0.16414110801309306,48665.0,28,6220
MS07601,GREENVILLE,2,Greenville city,,45226,17881,26867,226,252,1131,8572,1034,9410,2327,12205,2472,14764,114,18,24,138,19,3,2,19,0.131941203919739,0.109883103081828,45226.0,28,29180
MS01801,HATTIESBURG,2,Hattiesburg city,,41882,24094,16889,490,409,3340,11436,3620,12949,1653,7440,2220,9494,208,83,83,201,33,12,19,39,0.29206016089541803,0.279558267047648,41882.0,28,31020
MS03801,MERIDIAN,2,Meridian city,,41036,22023,18560,220,233,1284,10191,1250,11958,1473,8330,1808,10281,102,13,22,131,21,2,5,20,0.12599352369738,0.104532530523499,41036.0,28,46640
MS02402,GULFPORT,2,Gulfport city,,40775,28081,11600,462,632,2091,14208,1786,14288,1004,5448,1067,6208,333,81,50,299,81,27,11,52,0.147170608108108,0.125,40775.0,28,29700
MS04101,TUPELO,2,Tupelo city,,30685,22974,7450,104,157,1381,10842,1525,12230,621,3375,645,4104,75,22,16,82,18,5,3,12,0.127375023058476,0.124693376941946,30685.0,28,74840
MS03003,PASCAGOULA,2,Pascagoula city,,25899,19818,5536,293,252,1566,9793,1412,10205,496,2664,548,2893,130,30,19,122,33,10,4,23,0.159910139895844,0.138363547280745,25899.0,28,55360
MS04401,COLUMBUS,2,Columbus city,,23799,11363,12149,102,185,809,5243,1076,6250,1025,5391,1308,6788,87,26,35,98,24,8,2,12,0.154300972725539,0.17215999999999998,23799.0,28,15380
MS02503,CLINTON,2,Clinton city,,21847,17785,3739,218,105,1631,8557,1598,9295,345,1731,356,2013,55,10,9,50,17,2,1,15,0.190604183709244,0.17192038730500306,22006.0,28,14420
