ORI,AGENCY,Govt_level,placename,CNTY,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF,POP,STATEFP,place_fips
VA01201,BUCHANAN,2,Buchanan town,,2010,1178.0,1101.0,37.0,9.0,59.0,518.0,66.0,583.0,1.0,17.0,1.0,20.0,6.0,1.0,1.0,3.0,0.1138996138996139,0.11320754716981132,1241.0,51,10744
VA10100,BUENA VISTA,2,Buena Vista city,,2010,6650.0,6050.0,347.0,103.0,476.0,2803.0,572.0,3247.0,45.0,174.0,16.0,173.0,44.0,17.0,29.0,59.0,0.1698180520870496,0.17616261164151525,6406.0,51,11032
VA06501,CAPE CHARLES,2,Cape Charles town,,2010,1009.0,652.0,314.0,75.0,23.0,312.0,27.0,340.0,10.0,130.0,19.0,184.0,42.0,13.0,10.0,33.0,0.07371794871794872,0.07941176470588235,1398.0,51,12808
VA09205,CEDAR BLUFF,2,Cedar Bluff town,,2010,1137.0,1126.0,0.0,3.0,76.0,553.0,66.0,573.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.13743218806509944,0.11518324607329845,1328.0,51,13784
VA10200,CHARLOTTESVILLE,2,Charlottesville city,,2010,43475.0,30031.0,8437.0,2223.0,4199.0,14403.0,5030.0,15628.0,834.0,3936.0,890.0,4501.0,1204.0,363.0,386.0,1019.0,0.29153648545441924,0.3218582032249808,40341.0,51,14968
VA05802,CHASE CITY,2,Chase City town,,2010,2351.0,1134.0,1131.0,33.0,54.0,517.0,52.0,617.0,81.0,500.0,79.0,631.0,17.0,3.0,0.0,16.0,0.10444874274661507,0.08427876823338737,2442.0,51,14984
VA07101,CHATHAM,2,Chatham town,,2010,1269.0,932.0,294.0,35.0,57.0,460.0,27.0,472.0,23.0,165.0,5.0,129.0,21.0,6.0,3.0,14.0,0.12391304347826088,0.057203389830508475,1354.0,51,15000
VA10300,CHESAPEAKE,2,Chesapeake city,,2010,222209.0,139012.0,66237.0,9706.0,9499.0,68941.0,8520.0,70071.0,5157.0,30931.0,5115.0,35306.0,5086.0,1020.0,755.0,4620.0,0.13778448238348734,0.1215909577428608,151976.0,51,16000
VA08603,CHILHOWIE,2,Chilhowie town,,2010,1781.0,1627.0,31.0,124.0,86.0,747.0,82.0,880.0,2.0,20.0,2.0,11.0,73.0,18.0,4.0,51.0,0.11512717536813925,0.0931818181818182,1971.0,51,16480
VA00101,CHINCOTEAGUE,2,Chincoteague town,,2010,2941.0,2804.0,23.0,49.0,124.0,1376.0,113.0,1428.0,2.0,14.0,2.0,9.0,27.0,9.0,7.0,22.0,0.09011627906976744,0.07913165266106442,3572.0,51,16512
VA06003,CHRISTIANSBURG,2,Christiansburg town,,2010,21041.0,18831.0,1295.0,461.0,1128.0,8990.0,1177.0,9841.0,92.0,632.0,89.0,663.0,241.0,34.0,41.0,220.0,0.12547274749721912,0.1196016664973072,15004.0,51,16608
VA05803,CLARKSVILLE,2,Clarksville town,,2010,1139.0,820.0,293.0,14.0,33.0,379.0,24.0,441.0,24.0,143.0,18.0,150.0,6.0,1.0,2.0,8.0,0.0870712401055409,0.05442176870748298,1243.0,51,16992
VA02601,CLINTWOOD,2,Clintwood town,,2010,1414.0,1396.0,4.0,5.0,65.0,683.0,62.0,713.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0951683748169839,0.08695652173913042,1542.0,51,17552
VA09603,COEBURN,2,Coeburn town,,2010,2139.0,2032.0,62.0,36.0,136.0,963.0,147.0,1069.0,4.0,36.0,6.0,26.0,21.0,5.0,1.0,15.0,0.14122533748701974,0.13751169317118805,2165.0,51,17952
VA09501,COLONIAL BEACH,2,Colonial Beach town,,2010,3542.0,2763.0,592.0,90.0,116.0,1294.0,118.0,1469.0,42.0,281.0,56.0,311.0,52.0,8.0,5.0,38.0,0.08964451313755796,0.08032675289312458,3132.0,51,18400
VA10500,COLONIAL HEIGHTS,2,Colonial Heights city,,2010,17411.0,14326.0,1783.0,674.0,813.0,6686.0,780.0,7640.0,175.0,791.0,160.0,992.0,338.0,62.0,58.0,336.0,0.1215973676338618,0.10209424083769633,16064.0,51,18448
VA10600,COVINGTON,2,Covington city,,2010,5961.0,5014.0,746.0,92.0,290.0,2408.0,286.0,2606.0,61.0,378.0,43.0,368.0,55.0,6.0,7.0,37.0,0.12043189368770765,0.10974673829623943,6991.0,51,19728
VA06702,CREWE,2,Crewe town,,2010,2326.0,1505.0,672.0,155.0,89.0,692.0,93.0,813.0,63.0,291.0,67.0,381.0,91.0,17.0,9.0,64.0,0.1286127167630058,0.11439114391143912,2276.0,51,20160
VA02401,CULPEPER,2,Culpeper town,,2010,16379.0,10070.0,3594.0,2788.0,556.0,4775.0,615.0,5295.0,322.0,1740.0,281.0,1854.0,1533.0,261.0,210.0,1255.0,0.11643979057591625,0.11614730878186967,8581.0,51,20752
VA09402,DAMASCUS,2,Damascus town,,2010,814.0,791.0,8.0,8.0,30.0,374.0,28.0,417.0,1.0,5.0,1.0,3.0,5.0,0.0,0.0,3.0,0.08021390374331551,0.0671462829736211,918.0,51,21184
VA10700,DANVILLE,2,Danville city,,2010,43055.0,20531.0,20795.0,1245.0,1112.0,9485.0,986.0,11046.0,1570.0,9247.0,1749.0,11548.0,687.0,123.0,77.0,558.0,0.11723774380600947,0.08926308165851891,53056.0,51,21344
VA08203,DAYTON,2,Dayton town,,2010,1530.0,1416.0,11.0,138.0,87.0,678.0,74.0,738.0,0.0,7.0,0.0,4.0,80.0,14.0,4.0,58.0,0.12831858407079647,0.1002710027100271,1065.0,51,21648
VA07702,DUBLIN,2,Dublin town,,2010,2534.0,2218.0,239.0,50.0,192.0,1252.0,104.0,966.0,25.0,155.0,15.0,84.0,33.0,9.0,2.0,17.0,0.15335463258785942,0.10766045548654243,2012.0,51,23648
VA07506,DUMFRIES,2,Dumfries town,,2010,4961.0,1962.0,1740.0,1328.0,146.0,990.0,124.0,972.0,148.0,808.0,150.0,932.0,696.0,127.0,99.0,632.0,0.14747474747474748,0.12757201646090535,4282.0,51,23760
VA08204,ELKTON,2,Elkton town,,2010,2726.0,2565.0,100.0,58.0,156.0,1218.0,165.0,1347.0,13.0,58.0,6.0,42.0,32.0,6.0,0.0,26.0,0.12807881773399016,0.12249443207126948,1935.0,51,25408
VA04001,EMPORIA,2,Emporia city,,2010,5927.0,1937.0,3706.0,262.0,88.0,869.0,85.0,1068.0,286.0,1714.0,272.0,1992.0,152.0,34.0,16.0,110.0,0.10126582278481013,0.07958801498127341,5306.0,51,25808
VA06502,EXMORE,2,Exmore town,,2010,1460.0,845.0,551.0,65.0,48.0,392.0,40.0,453.0,34.0,244.0,31.0,307.0,39.0,8.0,3.0,26.0,0.12244897959183673,0.08830022075055187,1132.0,51,26416
VA10750,FAIRFAX CITY,2,Fairfax city,,2010,22565.0,15706.0,1071.0,3556.0,1057.0,7690.0,922.0,8016.0,86.0,535.0,76.0,536.0,1810.0,313.0,292.0,1746.0,0.1374512353706112,0.11501996007984032,19622.0,51,26496
VA10800,FALLS CHURCH,2,Falls Church city,,2010,12332.0,9853.0,532.0,1109.0,503.0,4882.0,469.0,4971.0,38.0,267.0,39.0,265.0,516.0,76.0,83.0,593.0,0.10303154444899633,0.0943472138402736,9578.0,51,27200
VA07301,FARMVILLE,2,Farmville town,,2010,8216.0,5941.0,1958.0,192.0,1191.0,2393.0,2127.0,3548.0,196.0,822.0,307.0,1136.0,99.0,50.0,54.0,93.0,0.4977016297534476,0.5994926719278467,6046.0,51,27440
VA10850,FRANKLIN,2,Franklin city,,2010,8582.0,3380.0,4884.0,141.0,164.0,1585.0,162.0,1795.0,355.0,2098.0,405.0,2786.0,69.0,12.0,11.0,72.0,0.10347003154574133,0.09025069637883007,8903.0,51,29600
VA10900,FREDERICKSBURG,2,Fredericksburg city,,2010,24286.0,15596.0,5498.0,2607.0,1765.0,7068.0,2671.0,8528.0,480.0,2468.0,659.0,3030.0,1369.0,261.0,303.0,1238.0,0.24971703452178834,0.31320356472795496,19027.0,51,29744
VA03801,FRIES,2,Fries town,,2010,484.0,469.0,5.0,6.0,21.0,202.0,17.0,267.0,1.0,4.0,0.0,1.0,4.0,2.0,0.0,2.0,0.10396039603960396,0.06367041198501873,600.0,51,29920
VA09301,FRONT ROYAL,2,Front Royal town,,2010,14440.0,12295.0,1292.0,666.0,768.0,5883.0,776.0,6412.0,113.0,634.0,95.0,658.0,348.0,55.0,52.0,318.0,0.13054563997960225,0.12102308172177167,11880.0,51,29968
VA11000,GALAX,2,Galax city,,2010,7042.0,6044.0,439.0,989.0,348.0,2807.0,348.0,3237.0,29.0,210.0,19.0,229.0,506.0,97.0,77.0,483.0,0.1239757748485928,0.10750695088044486,6670.0,51,30208
VA08401,GATE CITY,2,Gate City town,,2010,2034.0,1932.0,62.0,12.0,122.0,928.0,101.0,1004.0,3.0,27.0,6.0,35.0,9.0,1.0,0.0,3.0,0.1314655172413793,0.10059760956175297,2428.0,51,30496
VA09403,GLADE SPRINGS,2,Glade Spring town,,2010,1456.0,1366.0,70.0,14.0,78.0,652.0,91.0,714.0,4.0,32.0,8.0,38.0,6.0,1.0,2.0,8.0,0.1196319018404908,0.12745098039215685,1513.0,51,31056
VA06802,GORDONSVILLE,2,Gordonsville town,,2010,1496.0,1058.0,355.0,64.0,58.0,497.0,43.0,561.0,25.0,154.0,33.0,201.0,37.0,9.0,4.0,27.0,0.11670020120724345,0.0766488413547237,1351.0,51,31936
VA07102,GRETNA,2,Gretna town,,2010,1267.0,778.0,467.0,9.0,30.0,352.0,31.0,426.0,33.0,192.0,36.0,275.0,5.0,1.0,0.0,4.0,0.08522727272727272,0.07276995305164319,1339.0,51,33232
VA08205,GROTTOES,2,Grottoes town,,2010,2668.0,2461.0,93.0,134.0,146.0,1169.0,152.0,1292.0,9.0,46.0,10.0,47.0,77.0,10.0,16.0,57.0,0.12489307100085545,0.1176470588235294,1455.0,51,33488
VA01401,GRUNDY,2,Grundy town,,2010,1021.0,877.0,102.0,32.0,64.0,441.0,53.0,436.0,23.0,63.0,17.0,39.0,19.0,3.0,3.0,13.0,0.14512471655328799,0.12155963302752296,1300.0,51,33648
VA04101,HALIFAX,2,Halifax town,,2010,1309.0,812.0,468.0,13.0,42.0,377.0,40.0,435.0,46.0,263.0,21.0,205.0,6.0,0.0,0.0,7.0,0.11140583554376657,0.09195402298850576,788.0,51,34064
VA11100,HAMPTON,2,Hampton city,,2010,137436.0,58642.0,68104.0,6241.0,4371.0,29327.0,3637.0,29315.0,6259.0,31498.0,6999.0,36606.0,3061.0,647.0,652.0,3180.0,0.14904354349234494,0.12406617772471433,133793.0,51,35000
VA11200,HARRISONBURG,2,Harrisonburg city,,2010,48914.0,38371.0,3112.0,7665.0,7559.0,17475.0,10413.0,20896.0,528.0,1578.0,567.0,1534.0,4021.0,915.0,880.0,3644.0,0.43256080114449214,0.4983250382848392,30707.0,51,35624
VA07505,HAYMARKET,2,Haymarket town,,2010,1782.0,1307.0,145.0,173.0,69.0,649.0,79.0,658.0,6.0,75.0,8.0,70.0,83.0,9.0,13.0,90.0,0.10631741140215717,0.12006079027355625,623.0,51,35976
VA02902,HERNDON,2,Herndon town,,2010,23292.0,11810.0,2223.0,7826.0,722.0,6136.0,617.0,5674.0,152.0,1086.0,154.0,1137.0,4321.0,690.0,495.0,3505.0,0.11766623207301173,0.10874162848078957,16139.0,51,36648
VA01801,HILLSVILLE,2,Hillsville town,,2010,2681.0,2610.0,16.0,62.0,140.0,1190.0,142.0,1420.0,2.0,10.0,2.0,6.0,35.0,3.0,6.0,27.0,0.1176470588235294,0.1,2008.0,51,37336
VA08302,HONAKER,2,Honaker town,,2010,1449.0,1432.0,3.0,5.0,95.0,697.0,71.0,735.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.13629842180774748,0.09659863945578233,950.0,51,38280
VA11300,HOPEWELL,2,Hopewell city,,2010,22591.0,12515.0,8367.0,1480.0,650.0,5844.0,746.0,6671.0,633.0,3739.0,724.0,4628.0,806.0,145.0,111.0,674.0,0.11122518822724163,0.11182731224703944,23101.0,51,38424
VA07103,HURT,2,Hurt town,,2010,1304.0,1103.0,185.0,10.0,50.0,508.0,59.0,595.0,12.0,79.0,19.0,106.0,1.0,1.0,1.0,9.0,0.0984251968503937,0.0991596638655462,1294.0,51,39224
VA03802,INDEPENDENCE,2,Independence town,,2010,947.0,825.0,77.0,45.0,28.0,364.0,39.0,461.0,6.0,39.0,7.0,38.0,28.0,6.0,2.0,17.0,0.07692307692307693,0.08459869848156182,998.0,51,39528
VA05201,JONESVILLE,2,Jonesville town,,2010,1034.0,1018.0,3.0,4.0,46.0,463.0,57.0,555.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.09935205183585312,0.10270270270270272,872.0,51,41272
VA05501,KENBRIDGE,2,Kenbridge town,,2010,1257.0,667.0,470.0,120.0,36.0,324.0,33.0,343.0,31.0,223.0,27.0,247.0,66.0,10.0,12.0,54.0,0.1111111111111111,0.09620991253644316,1264.0,51,41832
VA05101,KILMARNOCK,2,Kilmarnock town,,2010,1487.0,972.0,477.0,17.0,39.0,398.0,33.0,574.0,28.0,197.0,38.0,280.0,8.0,1.0,3.0,9.0,0.09798994974874373,0.05749128919860628,1141.0,51,42424
VA01301,LAWRENCEVILLE,2,Lawrenceville town,,2010,1438.0,284.0,1106.0,26.0,21.0,127.0,17.0,157.0,226.0,550.0,199.0,556.0,12.0,4.0,6.0,14.0,0.16535433070866146,0.10828025477707008,1486.0,51,44520
VA08301,LEBANON,2,Lebanon town,,2010,3424.0,3241.0,99.0,49.0,186.0,1482.0,199.0,1759.0,8.0,53.0,2.0,46.0,37.0,4.0,4.0,12.0,0.12550607287449392,0.11313246162592384,3386.0,51,44696
VA05301,LEESBURG,2,Leesburg town,,2010,42616.0,30313.0,4063.0,7431.0,1659.0,14793.0,1588.0,15520.0,254.0,1938.0,300.0,2125.0,3797.0,609.0,527.0,3634.0,0.1121476373960657,0.10231958762886598,16202.0,51,44984
VA08102,LEXINGTON,2,Lexington city,,2010,7042.0,6003.0,680.0,271.0,1906.0,3353.0,873.0,2650.0,164.0,359.0,92.0,321.0,166.0,86.0,42.0,105.0,0.5684461676110946,0.3294339622641509,6959.0,51,45512
VA05401,LOUISA,2,Louisa town,,2010,1555.0,1009.0,425.0,116.0,42.0,456.0,49.0,553.0,31.0,203.0,29.0,222.0,73.0,12.0,14.0,43.0,0.09210526315789473,0.08860759493670886,1105.0,51,47144
VA06901,LURAY,2,Luray town,,2010,4895.0,4506.0,236.0,129.0,268.0,2147.0,233.0,2359.0,19.0,123.0,14.0,113.0,73.0,13.0,9.0,56.0,0.1248253376804844,0.09877066553624417,4587.0,51,47528
VA11400,LYNCHBURG,2,Lynchburg city,,2010,75568.0,48674.0,22140.0,2300.0,6373.0,22797.0,7446.0,25877.0,2248.0,10230.0,2394.0,11910.0,1203.0,378.0,424.0,1097.0,0.2795543273237707,0.28774587471499785,66049.0,51,47672
VA07501,MANASSAS,2,Manassas city,,2010,37821.0,23336.0,5188.0,11876.0,1660.0,11673.0,1489.0,11663.0,399.0,2498.0,422.0,2690.0,6321.0,1015.0,826.0,5555.0,0.14220851537736656,0.1276686958758467,27957.0,51,48952
VA07502,MANASSAS PARK,2,Manassas Park city,,2010,14273.0,7985.0,1852.0,4645.0,575.0,4058.0,515.0,3927.0,123.0,914.0,109.0,938.0,2479.0,421.0,342.0,2166.0,0.14169541646131098,0.1311433664374841,6734.0,51,48968
VA08601,MARION,2,Marion town,,2010,5968.0,5338.0,424.0,148.0,269.0,2476.0,305.0,2862.0,23.0,220.0,120.0,204.0,75.0,22.0,21.0,73.0,0.10864297253634896,0.10656883298392733,6630.0,51,49464
VA11500,MARTINSVILLE,2,Martinsville city,,2010,13821.0,6903.0,6213.0,552.0,242.0,3116.0,311.0,3787.0,431.0,2823.0,523.0,3390.0,303.0,53.0,34.0,249.0,0.07766367137355584,0.08212305254819117,16162.0,51,49784
VA05302,MIDDLEBURG,2,Middleburg town,,2010,673.0,527.0,118.0,42.0,14.0,222.0,22.0,305.0,2.0,42.0,5.0,76.0,24.0,1.0,0.0,18.0,0.06306306306306306,0.07213114754098361,549.0,51,51448
VA03401,MIDDLETOWN,2,Middletown town,,2010,1265.0,1133.0,74.0,47.0,73.0,540.0,98.0,593.0,5.0,32.0,8.0,42.0,27.0,4.0,7.0,20.0,0.1351851851851852,0.16526138279932545,1092.0,51,51512
VA08502,MOUNT JACKSON,2,Mount Jackson town,,2010,1994.0,1676.0,21.0,408.0,122.0,797.0,105.0,879.0,3.0,14.0,1.0,7.0,219.0,35.0,41.0,189.0,0.1530740276035132,0.11945392491467575,1583.0,51,53992
VA03505,NARROWS,2,Narrows town,,2010,2029.0,1979.0,14.0,31.0,112.0,948.0,125.0,1031.0,0.0,6.0,3.0,8.0,15.0,1.0,3.0,16.0,0.1181434599156118,0.12124151309408344,2082.0,51,54904
VA08505,NEW MARKET,2,New Market town,,2010,2146.0,1889.0,33.0,252.0,97.0,824.0,114.0,1065.0,0.0,16.0,1.0,17.0,132.0,22.0,32.0,120.0,0.11771844660194175,0.10704225352112676,1457.0,51,55848
VA11600,NEWPORT NEWS,2,Newport News city,,2010,180719.0,88518.0,73514.0,13590.0,8146.0,44165.0,7407.0,44353.0,5951.0,34001.0,6560.0,39513.0,7081.0,1527.0,1233.0,6509.0,0.18444469602626515,0.1670011047730706,170045.0,51,56000
VA11700,NORFOLK,2,Norfolk city,,2010,242803.0,114304.0,104672.0,16144.0,16598.0,62987.0,9386.0,51317.0,12221.0,50177.0,11473.0,54495.0,9376.0,3151.0,1837.0,6768.0,0.26351469350818424,0.1829023520470799,261229.0,51,57000
VA11800,NORTON,2,Norton city,,2010,3958.0,3510.0,250.0,68.0,233.0,1596.0,259.0,1914.0,18.0,117.0,21.0,133.0,51.0,15.0,4.0,17.0,0.14598997493734334,0.13531870428422152,4247.0,51,57688
VA00102,ONANCOCK,2,Onancock town,,2010,1263.0,766.0,434.0,53.0,29.0,351.0,30.0,415.0,27.0,183.0,27.0,251.0,35.0,8.0,2.0,18.0,0.08262108262108261,0.07228915662650602,1474.0,51,59336
VA00105,ONLEY,2,Onley town,,2010,516.0,379.0,86.0,50.0,12.0,178.0,15.0,201.0,8.0,46.0,6.0,40.0,28.0,11.0,5.0,22.0,0.06741573033707865,0.07462686567164177,581.0,51,59384
VA06801,ORANGE,2,Orange town,,2010,4721.0,3403.0,1083.0,164.0,173.0,1609.0,163.0,1794.0,91.0,585.0,70.0,498.0,103.0,25.0,7.0,61.0,0.10752019888129273,0.09085841694537347,2582.0,51,59496
VA00103,PARKSLEY,2,Parksley town,,2010,842.0,629.0,120.0,135.0,40.0,315.0,29.0,314.0,9.0,57.0,12.0,63.0,81.0,20.0,12.0,54.0,0.12698412698412698,0.09235668789808917,794.0,51,60680
VA03502,PEARISBURG,2,Pearisburg town,,2010,2786.0,2684.0,64.0,28.0,173.0,1262.0,136.0,1422.0,4.0,33.0,6.0,31.0,17.0,2.0,2.0,11.0,0.13708399366085575,0.09563994374120956,2064.0,51,61208
VA05202,PENNINGTON GAP,2,Pennington Gap town,,2010,1781.0,1696.0,42.0,28.0,132.0,796.0,120.0,900.0,1.0,20.0,4.0,22.0,22.0,3.0,0.0,6.0,0.1658291457286432,0.13333333333333333,1922.0,51,61560
VA11900,PETERSBURG,2,Petersburg city,,2010,32420.0,5217.0,25646.0,1216.0,297.0,2562.0,286.0,2655.0,1897.0,11809.0,2172.0,13837.0,673.0,130.0,106.0,543.0,0.11592505854800934,0.10772128060263654,38386.0,51,61832
VA09801,POQUOSON,2,Poquoson city,,2010,12150.0,11557.0,78.0,221.0,776.0,5714.0,670.0,5843.0,5.0,36.0,4.0,42.0,100.0,9.0,20.0,121.0,0.13580679033951698,0.11466712305322607,11005.0,51,63768
VA12000,PORTSMOUTH,2,Portsmouth city,,2010,95535.0,39701.0,50878.0,2919.0,2682.0,19827.0,2184.0,19874.0,3908.0,23595.0,4050.0,27283.0,1589.0,308.0,212.0,1330.0,0.13527008624602815,0.10989232162624536,103907.0,51,64000
VA09604,POUND,2,Pound town,,2010,1037.0,1007.0,6.0,11.0,62.0,483.0,69.0,524.0,0.0,4.0,0.0,2.0,5.0,2.0,1.0,6.0,0.12836438923395446,0.1316793893129771,945.0,51,64272
VA07701,PULASKI,2,Pulaski town,,2010,9086.0,8086.0,708.0,172.0,460.0,3801.0,510.0,4285.0,43.0,344.0,41.0,364.0,92.0,16.0,10.0,80.0,0.12102078400420944,0.11901983663943992,9985.0,51,64880
VA05303,PURCELLVILLE,2,Purcellville town,,2010,7727.0,6648.0,404.0,513.0,498.0,3236.0,456.0,3412.0,25.0,189.0,26.0,215.0,261.0,53.0,39.0,252.0,0.15389369592089,0.1336459554513482,1796.0,51,65008
VA07504,QUANTICO,2,Quantico town,,2010,480.0,288.0,118.0,44.0,22.0,170.0,12.0,118.0,9.0,59.0,11.0,59.0,30.0,3.0,2.0,14.0,0.12941176470588234,0.1016949152542373,670.0,51,65120
VA12100,RADFORD,2,Radford city,,2010,16408.0,14273.0,1279.0,385.0,3214.0,6732.0,3795.0,7541.0,252.0,622.0,280.0,657.0,183.0,118.0,138.0,202.0,0.4774212715389186,0.5032489059806392,15940.0,51,65392
VA09203,RICHLANDS,2,Richlands town,,2010,5823.0,5636.0,38.0,21.0,311.0,2649.0,335.0,2987.0,4.0,28.0,2.0,10.0,13.0,3.0,0.0,8.0,0.11740279350698375,0.11215266153331102,4456.0,51,66928
VA12200,RICHMOND,2,Richmond city,,2010,204214.0,83288.0,103342.0,12803.0,8908.0,41250.0,9537.0,42038.0,8273.0,46831.0,10205.0,56511.0,7197.0,1674.0,1491.0,5606.0,0.21595151515151514,0.22686616870450546,203056.0,51,67000
VA12300,ROANOKE,2,Roanoke city,,2010,97032.0,62343.0,27612.0,5345.0,3132.0,29761.0,3380.0,32582.0,1975.0,12927.0,2220.0,14685.0,3035.0,564.0,406.0,2310.0,0.10523839924733712,0.10373826038917193,96397.0,51,68000
VA03301,ROCKY MOUNT,2,Rocky Mount town,,2010,4799.0,3567.0,912.0,231.0,188.0,1607.0,199.0,1960.0,74.0,438.0,74.0,474.0,135.0,26.0,16.0,96.0,0.11698817672682015,0.10153061224489797,4098.0,51,68496
VA09605,SAINT PAUL,2,St. Paul town,,2010,970.0,918.0,14.0,28.0,52.0,429.0,51.0,489.0,1.0,8.0,0.0,6.0,16.0,3.0,3.0,12.0,0.12121212121212124,0.10429447852760736,1007.0,51,69936
VA08001,SALEM,2,Salem city,,2010,24802.0,21872.0,1763.0,601.0,1797.0,10325.0,1957.0,11547.0,154.0,843.0,164.0,920.0,311.0,73.0,70.0,290.0,0.17404358353510896,0.16948125054126614,23756.0,51,70000
VA08602,SALTVILLE,2,Saltville town,,2010,2077.0,2046.0,8.0,11.0,141.0,1004.0,141.0,1042.0,1.0,4.0,0.0,4.0,5.0,0.0,0.0,6.0,0.14043824701195218,0.13531669865642995,2300.0,51,70096
VA06902,SHENANDOAH,2,Shenandoah town,,2010,2373.0,2286.0,34.0,43.0,122.0,1033.0,147.0,1253.0,6.0,26.0,1.0,8.0,23.0,4.0,2.0,20.0,0.1181026137463698,0.11731843575418995,2280.0,51,71776
VA04601,SMITHFIELD,2,Smithfield town,,2010,8089.0,5439.0,2322.0,175.0,304.0,2665.0,266.0,2774.0,151.0,1048.0,161.0,1274.0,79.0,14.0,13.0,96.0,0.11407129455909945,0.0958904109589041,4686.0,51,73200
VA12400,SOUTH BOSTON,2,South Boston town,,2010,8142.0,3763.0,4087.0,185.0,148.0,1669.0,149.0,2094.0,257.0,1789.0,312.0,2298.0,93.0,8.0,13.0,92.0,0.08867585380467345,0.07115568290353391,6997.0,51,73712
VA05805,SOUTH HILL,2,South Hill town,,2010,4650.0,2421.0,1968.0,134.0,97.0,1067.0,122.0,1354.0,121.0,843.0,148.0,1125.0,79.0,11.0,8.0,55.0,0.09090909090909093,0.09010339734121124,4217.0,51,73904
VA06903,STANLEY,2,Stanley town,,2010,1689.0,1655.0,5.0,32.0,88.0,809.0,99.0,846.0,1.0,2.0,1.0,3.0,20.0,7.0,1.0,12.0,0.10877626699629173,0.11702127659574467,1202.0,51,75024
VA12600,STAUNTON,2,Staunton city,,2010,23746.0,19874.0,2885.0,513.0,932.0,8977.0,1412.0,10897.0,203.0,1319.0,390.0,1566.0,234.0,32.0,87.0,279.0,0.1038208755709034,0.1295769477837937,24461.0,51,75216
VA03402,STEPHENS CITY,2,Stephens City town,,2010,1829.0,1556.0,129.0,134.0,87.0,721.0,103.0,835.0,8.0,66.0,13.0,63.0,69.0,10.0,17.0,65.0,0.12066574202496533,0.12335329341317365,1186.0,51,75344
VA08504,STRASBURG,2,Strasburg town,,2010,6398.0,5779.0,320.0,271.0,353.0,2710.0,365.0,3069.0,28.0,159.0,16.0,161.0,137.0,33.0,18.0,134.0,0.13025830258302584,0.11893124796350606,3762.0,51,76000
VA12700,SUFFOLK,2,Suffolk city,,2010,84585.0,44197.0,36120.0,2415.0,2374.0,21835.0,2286.0,22362.0,2600.0,16719.0,2616.0,19401.0,1246.0,200.0,161.0,1169.0,0.10872452484543164,0.10222699221894284,52141.0,51,76432
VA02802,TAPPAHANNOCK,2,Tappahannock town,,2010,2375.0,1112.0,1139.0,84.0,43.0,467.0,90.0,645.0,87.0,458.0,113.0,681.0,44.0,13.0,11.0,40.0,0.09207708779443256,0.13953488372093026,1550.0,51,77568
VA09204,TAZEWELL,2,Tazewell town,,2010,4627.0,4175.0,313.0,59.0,225.0,1927.0,218.0,2248.0,22.0,144.0,13.0,169.0,38.0,4.0,7.0,21.0,0.1167618059159315,0.09697508896797152,4176.0,51,77792
VA05503,VICTORIA,2,Victoria town,,2010,1725.0,1166.0,505.0,34.0,66.0,519.0,78.0,647.0,33.0,226.0,41.0,279.0,20.0,3.0,2.0,14.0,0.12716763005780346,0.1205564142194745,1830.0,51,81024
VA02903,VIENNA,2,Vienna town,,2010,15687.0,11844.0,495.0,1887.0,616.0,5883.0,539.0,5961.0,38.0,248.0,22.0,247.0,1010.0,195.0,110.0,877.0,0.10470848206697264,0.09042107029021976,14852.0,51,81072
VA08002,VINTON,2,Vinton town,,2010,8098.0,7285.0,452.0,230.0,434.0,3366.0,453.0,3919.0,32.0,219.0,45.0,233.0,123.0,23.0,14.0,107.0,0.1289364230540701,0.11559071191630516,7665.0,51,81280
VA12800,VIRGINIA BEACH,2,Virginia Beach city,,2010,437994.0,296670.0,85935.0,28987.0,21716.0,146946.0,19482.0,149724.0,7955.0,40956.0,7345.0,44979.0,14268.0,2894.0,2780.0,14719.0,0.1477821784873355,0.13011941973230745,393069.0,51,82000
VA03002,WARRENTON,2,Warrenton town,,2010,9611.0,7509.0,1303.0,709.0,431.0,3511.0,387.0,3998.0,84.0,595.0,101.0,708.0,364.0,61.0,42.0,345.0,0.1227570492737112,0.0967983991995998,4830.0,51,83136
VA07901,WARSAW,2,Warsaw town,,2010,1512.0,1065.0,386.0,96.0,71.0,526.0,35.0,539.0,41.0,291.0,8.0,95.0,81.0,18.0,2.0,15.0,0.13498098859315588,0.06493506493506493,961.0,51,83168
VA09104,WAVERLY,2,Waverly town,,2010,2149.0,651.0,1392.0,83.0,30.0,312.0,33.0,339.0,110.0,635.0,87.0,757.0,49.0,12.0,5.0,34.0,0.09615384615384616,0.09734513274336284,2223.0,51,83600
