ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
AL00500,BALDWIN,1,99003,Baldwin County,3.0,1,1990,98280,83800,12592,1022,5289,41355,5073,43210,1062,5902,1191,6738,500,83,72,522,0.127892636924193,0.117403378847489
AL00600,BARBOUR,1,99005,Barbour County,5.0,1,1990,25417,14054,11156,124,953,6901,887,7217,886,5136,934,6058,63,7,10,61,0.138095928126358,0.12290425384508802
AL00800,BLOUNT,1,99009,Blount County,9.0,1,1990,39248,38275,519,286,2893,18731,2755,19666,40,243,39,278,188,69,24,98,0.154449842507074,0.140089494559138
AL01000,BUTLER,1,99013,Butler County,13.0,1,1990,21892,13001,8783,65,786,6172,727,6877,717,4043,770,4755,22,7,8,43,0.12734931950745298,0.105714701177839
AL01200,CHAMBERS,1,99017,Chambers County,17.0,1,1990,36876,23510,13187,127,1567,11238,1504,12337,1202,6103,1236,7118,54,14,14,73,0.139437622352732,0.121909702520872
AL01300,CHEROKEE,1,99019,Cherokee County,19.0,1,1990,19543,18118,1291,57,1365,8926,1212,9228,106,636,114,655,33,8,5,24,0.152924042124132,0.131339401820546
AL01400,CHILTON,1,99021,Chilton County,21.0,1,1990,32458,28577,3664,116,2053,13928,1995,14719,304,1771,320,1903,54,11,11,62,0.14740091901206198,0.13553909912358195
AL01500,CHOCTAW,1,99023,Choctaw County,23.0,1,1990,16018,8889,7052,53,643,4314,625,4599,553,3267,643,3810,21,1,8,32,0.149049605934168,0.135899108501848
AL01800,CLEBURNE COUNTY,1,99029,Cleburne County,29.0,1,1990,12730,12072,587,38,938,5952,864,6132,46,270,48,317,23,5,1,15,0.157594086021505,0.140900195694716
AL01900,COFFEE,1,99031,Coffee County,31.0,1,1990,40240,32396,6903,471,2425,16135,2215,16567,582,3269,611,3648,250,47,40,221,0.150294391075302,0.133699523148428
AL02000,COLBERT,1,99033,Colbert County,33.0,1,1990,51666,42701,8545,187,2992,20796,2702,22024,609,3861,720,4707,97,18,16,90,0.14387382188882505,0.122684344351616
AL02200,COOSA,1,99037,Coosa County,37.0,1,1990,11063,7230,3776,18,463,3557,464,3685,361,1854,367,1928,6,1,3,12,0.130165870115266,0.12591587516960698
AL02400,CRENSHAW,1,99041,Crenshaw County,41.0,1,1990,13635,10027,3542,30,657,4834,618,5214,292,1611,310,1933,16,5,2,14,0.135912287960281,0.118527042577675
AL02600,DALE,1,99045,Dale County,45.0,1,1990,49633,38690,8767,1215,3809,20214,2881,19151,846,4238,844,4609,629,128,117,586,0.188433758781043,0.150436008563521
AL02700,DALLAS,1,99047,Dallas County,47.0,1,1990,48130,20054,27768,131,1259,9510,1192,10611,2352,12336,2650,15489,53,14,18,78,0.132386961093586,0.112336254829894
AL02800,DE KALB,1,99049,DeKalb County,49.0,1,1990,54651,52854,1023,215,3900,25582,3664,27398,109,483,82,545,117,23,18,98,0.152450942068642,0.133732389225491
AL03200,FAYETTE,1,99057,Fayette County,57.0,1,1990,17962,15666,2190,78,1113,7537,1115,8180,162,996,184,1194,55,14,7,23,0.14767148732917598,0.136308068459658
AL03300,FRANKLIN,1,99059,Franklin County,59.0,1,1990,27814,26375,1247,101,1897,12662,1769,13801,105,583,105,666,51,4,7,50,0.149818354130469,0.12817911745525698
AL03400,GENEVA,1,99061,Geneva County,61.0,1,1990,23647,20604,2817,121,1486,10028,1322,10654,266,1294,257,1530,71,20,11,50,0.14818508177104098,0.12408485076027803
AL03500,GREENE,1,99063,Greene County,63.0,1,1990,10153,1966,8160,24,105,978,87,988,584,3678,679,4503,14,6,0,10,0.107361963190184,0.0880566801619433
AL03700,HENRY,1,99067,Henry County,67.0,1,1990,15374,9878,5368,92,641,4746,614,5172,465,2493,486,2902,39,6,10,53,0.135061104087653,0.118716163959783
AL03800,HOUSTON,1,99069,Houston County,69.0,1,1990,81331,61233,18900,464,4143,29611,4095,31902,1528,8599,1720,10355,215,32,27,249,0.139914221066496,0.128361858190709
AL03900,JACKSON,1,99071,Jackson County,71.0,1,1990,47796,44531,1957,208,3312,21630,3166,23066,158,904,181,1064,109,20,7,99,0.153120665742025,0.137258302263071
AL04100,LAUDERDALE,1,99077,Lauderdale County,77.0,1,1990,79661,71310,7677,313,5369,34321,5467,37239,705,3470,784,4225,144,31,23,169,0.156434835814807,0.146808453503048
AL04200,LAWRENCE,1,99079,Lawrence County,79.0,1,1990,31513,24483,4790,102,1894,12211,1843,12352,501,2253,451,2545,55,10,7,47,0.1551060519204,0.149206606217617
AL04300,LEE,1,99081,Lee County,81.0,1,1990,87146,64527,20359,552,11307,32778,10184,32111,1885,9402,2011,11005,298,126,93,254,0.34495698334248603,0.317149886331787
AL04400,LIMESTONE,1,99083,Limestone County,83.0,1,1990,54135,46468,7106,261,3474,23096,3339,23562,681,3785,558,3342,157,30,21,104,0.15041565639071694,0.14171122994652402
AL04500,LOWNDES,1,99085,Lowndes County,85.0,1,1990,12658,3177,9408,60,155,1519,164,1666,869,4339,899,5117,31,6,7,29,0.102040816326531,0.0984393757503001
AL04600,MACON,1,99087,Macon County,87.0,1,1990,24928,3429,21290,103,222,1723,216,1720,2579,9748,2840,11592,52,16,13,51,0.128845037724898,0.12558139534883694
AL04800,MARENGO,1,99091,Marengo County,91.0,1,1990,23084,11279,11707,75,705,5485,706,5829,997,5392,1055,6353,41,2,2,34,0.12853236098450302,0.121118545205009
AL00200,MOBILE,1,99097,Mobile County,97.0,1,1990,378643,252660,117509,3164,18206,123154,18607,131699,8990,53475,9952,64397,1563,288,270,1601,0.147831170729331,0.141284292211786
AL05300,PERRY,1,99105,Perry County,105.0,1,1990,12759,4496,8196,36,467,2167,426,2336,710,3753,746,4466,19,9,2,17,0.21550530687586494,0.18236301369863
AL05400,PICKENS COUNTY,1,99107,Pickens County,107.0,1,1990,20699,11973,8625,50,755,5857,712,6145,622,3787,762,4858,19,2,3,31,0.128905583063002,0.11586655817738
AL05500,PIKE,1,99109,Pike County,109.0,1,1990,27595,17760,9513,108,2142,8613,2112,9201,928,4204,1105,5344,52,21,22,56,0.24869383490073105,0.229540267362243
AL05600,RANDOLPH,1,99111,Randolph County,111.0,1,1990,19881,15104,4672,53,1063,7392,968,7746,436,2204,413,2482,28,7,5,25,0.14380411255411302,0.124967725277563
AL05700,RUSSELL,1,99113,Russell County,113.0,1,1990,46860,28311,18041,301,2025,13877,1971,14596,1523,8374,1562,9714,160,22,27,141,0.145924911724436,0.13503699643738
AL05800,ST CLAIR,1,99115,St. Clair County,115.0,1,1990,50009,45038,4545,209,3232,22513,3115,22625,405,2441,383,2120,110,32,22,99,0.14356149780126998,0.13767955801104995
AL06000,SUMTER,1,99119,Sumter County,119.0,1,1990,16174,4745,11313,78,543,2303,495,2456,1015,5141,1104,6228,38,13,15,40,0.23577941815023895,0.201547231270358
AL06100,TALLADEGA,1,99121,Talladega County,121.0,1,1990,74107,50696,22620,490,3580,24807,3462,26163,2189,10768,2418,12005,386,15,12,104,0.144314104889749,0.132324274739135
AL06200,,1,99123,Tallapoosa County,123.0,1,1990,38826,28461,10187,71,1882,13617,1857,14876,912,4594,1033,5618,34,10,4,37,0.13820959095248594,0.124831944070987
AL06300,TUSCALOOSA,1,99125,Tuscaloosa County,125.0,1,1990,150522,108801,39272,948,12074,53872,11916,55526,3571,17804,4472,21573,517,157,93,431,0.224123849123849,0.214602168353564
AL06700,WINSTON,1,99133,Winston County,133.0,1,1990,22053,21871,57,59,1618,10707,1553,11218,3,23,5,34,35,2,3,24,0.151116092276081,0.13843822428240302
AL00102,BIRMINGHAM,2,7000,Birmingham city,,1,1990,265968,95123,168002,1038,6255,44808,6465,50847,12354,75573,13753,92704,531,109,93,507,0.139595607927156,0.12714614431529905
AL00301,MONTGOMERY,2,51000,Montgomery city,,1,1990,187106,104899,78991,1504,6684,50364,6873,55414,7222,35745,8280,43472,776,127,144,728,0.132713843221349,0.12403002851265
AL04701,HUNTSVILLE,2,37000,Huntsville city,,1,1990,159789,114799,38801,1979,7940,57096,7522,58969,4513,18258,5087,20758,1017,187,154,962,0.139064032506655,0.127558547711509
AL03801,DOTHAN,2,21184,Dothan city,,1,1990,53589,38096,14599,359,2443,18246,2453,20066,1146,6595,1325,8044,165,25,23,194,0.133892359969308,0.122246586265324
AL05201,DECATUR,2,20104,Decatur city,,1,1990,48761,39933,8002,386,2420,19204,2563,20976,694,3700,716,4338,195,36,25,191,0.12601541345553,0.122187261632342
AL00112,HOOVER,2,35896,Hoover city,,1,1990,39788,37589,1314,366,2262,17938,2559,19948,95,599,100,719,166,21,27,200,0.126101014605865,0.128283537196711
AL04101,FLORENCE,2,26896,Florence city,,1,1990,36426,29791,6202,179,2366,13788,2573,16134,561,2754,667,3465,81,25,16,98,0.171598491441833,0.15947688112061498
AL00202,PRICHARD,2,62496,Prichard city,,1,1990,34311,6867,27189,113,494,3283,566,3626,2102,12248,2349,15001,62,15,8,51,0.150472129150168,0.15609487038058498
AL04301,AUBURN,2,3076,Auburn city,,1,1990,33830,26803,5521,314,7904,13850,7243,13166,708,2541,708,2990,170,91,76,144,0.570685920577617,0.550129120461796
AL00101,BESSEMER,2,5980,Bessemer city,,1,1990,33497,13827,19536,76,828,6449,793,7423,1498,8716,1614,10836,39,2,5,37,0.128391998759498,0.106830122591944
AL01101,ANNISTON,2,1852,Anniston city,,1,1990,26623,14418,11769,212,799,6679,747,7830,946,5308,1022,6493,116,23,11,96,0.119628686929181,0.0954022988505747
AL05701,PHENIX CITY,2,59472,Phenix City city,,1,1990,25312,14946,10094,154,1028,7070,1018,7974,802,4582,904,5536,83,13,21,71,0.145403111739745,0.127664910960622
AL02701,SELMA,2,69120,Selma city,,1,1990,23755,9693,13865,68,550,4356,550,5383,1138,6019,1359,7863,32,7,9,36,0.126262626262626,0.102173509195616
AL00110,HOMEWOOD,2,35800,Homewood city,,1,1990,22922,20483,1885,191,1677,9309,2114,11321,179,823,181,1064,92,12,20,99,0.180148243635192,0.186732620793216
AL04302,OPELIKA,2,57048,Opelika city,,1,1990,22122,13111,8628,74,947,6345,936,6795,668,3847,792,4809,32,10,6,42,0.14925137903861302,0.137748344370861
AL01902,ENTERPRISE,2,24184,Enterprise city,,1,1990,20123,15140,4252,403,1161,7577,1097,7821,336,1960,382,2305,214,41,37,189,0.15322687079319,0.14026339342795002
AL00103,MOUNTAIN BROOK,2,51696,Mountain Brook city,,1,1990,19810,19515,35,120,901,9166,976,10454,2,14,2,24,65,9,5,55,0.0982980580405848,0.0933613927683183
AL00109,VESTAVIA HILLS,2,78552,Vestavia Hills city,,1,1990,19749,19060,223,149,1104,8873,1114,10303,12,95,18,128,74,19,14,75,0.124422405049025,0.10812384742308097
AL00401,PRATTVILLE,2,62328,Prattville city,,1,1990,19587,16552,2718,153,1154,8197,1091,8457,267,1257,287,1473,77,8,8,76,0.140783213370745,0.12900555752631
AL06102,TALLADEGA,2,74592,Talladega city,,1,1990,18175,10424,7300,355,720,5281,659,5326,738,3566,946,3863,337,10,3,18,0.136337814807802,0.12373263236950803
AL06302,NORTHPORT,2,55200,Northport city,,1,1990,17366,13152,3962,64,984,6156,1050,7035,294,1725,381,2239,37,11,2,27,0.159844054580897,0.149253731343284
AL04401,ATHENS,2,2956,Athens city,,1,1990,16901,13634,3030,77,917,6419,944,7268,256,1402,262,1639,42,7,11,35,0.14285714285714302,0.129884424876169
AL00119,HUEYTOWN,2,36448,Hueytown city,,1,1990,15280,13180,2025,32,860,6326,835,6878,178,972,163,1057,16,1,0,16,0.13594688586784698,0.121401570223902
AL06201,ALEXANDER CITY,2,1132,Alexander City city,,1,1990,14917,10678,4175,18,675,4966,663,5718,374,1802,470,2382,8,2,0,10,0.135924285138945,0.11594963273872
AL04702,MADISON,2,45784,Madison city,,1,1990,14904,13040,1157,248,737,6753,776,6456,62,542,76,622,121,9,14,127,0.109136679994077,0.12019826517967802
AL05904,ALABASTER,2,820,Alabaster city,,1,1990,14732,12957,1617,80,795,6386,786,6646,151,756,163,861,34,5,7,46,0.12449107422486698,0.11826662654228097
AL05001,ALBERTVILLE,2,988,Albertville city,,1,1990,14507,14194,182,77,985,6593,1036,7674,24,83,14,99,41,4,4,36,0.14940087972091598,0.13500130310138098
AL03901,SCOTTSBORO,2,68736,Scottsboro city,,1,1990,13786,12812,783,86,875,6075,868,6801,57,346,73,446,41,7,5,45,0.14403292181070002,0.127628289957359
AL06401,JASPER,2,38416,Jasper city,,1,1990,13553,11442,1975,57,673,5273,666,6217,156,885,147,1093,22,6,4,35,0.127631329413996,0.107125623290976
AL02501,CULLMAN,2,18976,Cullman city,,1,1990,13367,13211,27,71,883,5979,868,7292,5,16,1,11,42,12,6,29,0.147683559123599,0.119034558420187
AL00601,EUFAULA,2,24568,Eufaula city,,1,1990,13220,8541,4546,74,596,4143,563,4442,364,1983,381,2573,39,4,5,35,0.143857108375573,0.12674470959027498
AL05501,TROY,2,76920,Troy city,,1,1990,13051,8517,4393,59,1431,4070,1417,4485,496,1860,608,2544,29,15,19,30,0.351597051597052,0.315942028985507
AL02601,OZARK,2,57648,Ozark city,,1,1990,12922,9407,3141,193,742,4546,663,4975,265,1421,286,1744,100,13,16,93,0.16322041355037398,0.133266331658291
AL04601,TUSKEGEE,2,77304,Tuskegee city,,1,1990,12257,325,11826,37,13,146,6,183,1829,5258,2029,6591,18,6,8,19,0.089041095890411,0.0327868852459016
AL00104,FAIRFIELD,2,25120,Fairfield city,,1,1990,12200,3013,9141,22,158,1302,133,1717,631,4063,704,5089,9,1,1,13,0.121351766513057,0.0774606872451951
AL02801,FORT PAYNE,2,27616,Fort Payne city,,1,1990,11838,11054,569,54,700,5116,721,5961,62,273,42,296,34,10,3,20,0.13682564503518402,0.120952860258346
AL00205,SARALAND,2,68160,Saraland city,,1,1990,11751,10794,782,58,802,5311,739,5527,60,396,54,393,30,4,3,28,0.151007343249859,0.13370725529220198
AL00508,DAPHNE,2,19648,Daphne city,,1,1990,11290,9321,1786,107,520,4644,547,4762,128,844,138,950,41,6,10,66,0.11197243755383303,0.11486770264594698
AL05202,HARTSELLE,2,33448,Hartselle city,,1,1990,10795,9997,680,36,693,4765,655,5259,60,325,56,358,21,5,3,15,0.145435466946485,0.124548393230652
AL02001,SHEFFIELD,2,69648,Sheffield city,,1,1990,10380,7835,2453,39,542,3665,477,4199,169,1093,214,1362,23,2,3,16,0.14788540245566198,0.113598475827578
AL01102,JACKSONVILLE,2,38272,Jacksonville city,,1,1990,10283,8171,1798,183,1356,3931,1437,4349,462,818,578,997,82,26,26,101,0.34495039430170393,0.33042078638767497
AL00106,LEEDS,2,41968,Leeds city,,1,1990,9946,8407,1467,50,584,4003,587,4437,136,684,106,785,24,5,3,26,0.14589058206345198,0.132296596799639
AL05906,PELHAM,2,58848,Pelham city,,1,1990,9765,9339,232,71,548,4549,546,4850,11,109,22,125,38,6,4,33,0.12046603649153698,0.112577319587629
AL02003,MUSCLE SHOALS,2,53016,Muscle Shoals city,,1,1990,9611,8284,1216,60,558,4068,511,4260,99,580,117,645,31,8,6,29,0.13716814159291998,0.119953051643192
AL00113,IRONDALE,2,37864,Irondale city,,1,1990,9454,7633,1626,75,390,3673,381,4014,98,762,87,864,40,5,5,35,0.106180234141029,0.0949177877428999
AL01105,OXFORD,2,57576,Oxford city,,1,1990,9362,8505,776,32,544,4056,571,4468,56,367,69,410,19,5,2,13,0.134122287968442,0.127797672336616
AL02301,ANDALUSIA,2,1708,Andalusia city,,1,1990,9269,7067,2114,47,429,3243,438,3847,204,941,186,1178,34,11,3,13,0.132284921369103,0.11385495191058
AL00105,GARDENDALE,2,29056,Gardendale city,,1,1990,9251,9065,123,36,500,4251,521,4847,13,55,11,68,17,1,2,19,0.11761938367443,0.107489168557871
AL01202,LANETT,2,41296,Lanett city,,1,1990,8985,4693,4245,44,278,2142,290,2568,399,1934,391,2324,19,6,7,25,0.129785247432306,0.112928348909657
AL00502,FAIRHOPE,2,25240,Fairhope city,,1,1990,8485,7775,577,91,395,3605,410,4245,46,261,55,319,45,5,7,46,0.109570041608877,0.0965842167255595
AL00114,PLEASANT GROVE,2,61008,Pleasant Grove city,,1,1990,8458,8278,152,6,518,4008,455,4274,8,72,2,80,5,0,0,1,0.129241516966068,0.106457650912494
AL02002,TUSCUMBIA,2,77280,Tuscumbia city,,1,1990,8413,6564,1809,16,408,3063,380,3514,100,783,146,1027,6,1,1,10,0.133202742409403,0.108138873079112
AL00121,TRUSSVILLE,2,76944,Trussville city,,1,1990,8266,8113,89,37,518,3956,436,4191,5,43,6,46,17,3,2,20,0.130940343781598,0.104032450489143
AL01204,VALLEY,2,78204,Valley city,,1,1990,8173,6725,1409,24,445,3109,406,3632,136,635,151,774,10,3,3,14,0.143132840141525,0.11178414096916303
AL05801,,2,58896,Pell City city,,1,1990,8118,6690,1365,31,444,3227,432,3486,129,638,138,727,13,3,7,18,0.137589092035947,0.12392426850258198
AL03001,ATMORE,2,3004,Atmore city,,1,1990,8046,4480,3262,19,260,2017,277,2472,282,1423,301,1843,8,2,3,11,0.128904313336639,0.11205501618123
AL03301,RUSSELLVILLE,2,67056,Russellville city,,1,1990,7812,6806,956,39,456,3109,386,3731,81,442,83,516,19,2,2,20,0.14667095529109,0.103457518091664
AL03105,RAINBOW CITY,2,63288,Rainbow City city,,1,1990,7673,7455,125,8,546,3533,568,3926,5,60,15,65,3,1,1,5,0.154542881403906,0.14467651553744298
AL01401,CLANTON,2,15136,Clanton city,,1,1990,7669,6162,1461,25,430,2868,411,3304,117,673,127,789,11,1,4,14,0.14993026499302695,0.124394673123487
AL04801,DEMOPOLIS,2,20296,Demopolis city,,1,1990,7512,3863,3601,36,242,1833,242,2049,276,1547,318,2069,21,0,1,15,0.13202400436443,0.118106393362616
AL01001,GREENVILLE,2,31912,Greenville city,,1,1990,7492,4134,3325,13,226,1872,224,2274,266,1489,298,1836,4,1,1,9,0.120726495726496,0.098504837291117
AL00501,BAY MINETTE,2,4660,Bay Minette city,,1,1990,7168,4921,2121,43,437,2392,412,2568,243,947,261,1175,15,4,4,28,0.182692307692308,0.160436137071651
AL05002,GUNTERSVILLE,2,32416,Guntersville city,,1,1990,7038,6163,789,29,374,2851,371,3333,76,370,81,419,14,2,4,15,0.131182041388986,0.111311131113111
AL05101,MONROEVILLE,2,50192,Monroeville city,,1,1990,6993,4148,2768,24,264,1991,208,2170,234,1259,309,1518,12,1,2,12,0.132596685082873,0.095852534562212
AL05004,BOAZ,2,7912,Boaz city,,1,1990,6928,6800,55,25,490,3006,499,3813,19,33,6,23,13,2,2,12,0.163007318695941,0.13086808287437698
AL00111,FULTONDALE,2,28552,Fultondale city,,1,1990,6400,6228,107,34,431,3047,420,3214,10,52,8,55,15,3,4,19,0.141450607154578,0.130678282514001
AL05601,ROANOKE,2,65040,Roanoke city,,1,1990,6362,4032,2290,10,254,1855,275,2184,219,1037,205,1255,6,0,1,4,0.136927223719677,0.125915750915751
AL05003,ARAB,2,2116,Arab city,,1,1990,6321,6282,0,22,415,2933,436,3368,0,0,0,0,11,1,3,11,0.141493351517218,0.129453681710214
AL02906,MILLBROOK,2,48712,Millbrook city,,1,1990,6050,4974,988,54,327,2502,339,2513,85,461,96,531,26,0,5,28,0.130695443645084,0.134898527656188
AL01601,JACKSON,2,38152,Jackson city,,1,1990,5819,3736,2026,36,206,1736,248,2014,174,951,207,1095,15,4,4,21,0.118663594470046,0.123138033763654
AL04901,,2,32848,Hamilton city,,1,1990,5787,5428,315,17,414,2675,383,2767,33,221,15,94,10,1,1,7,0.15476635514018694,0.138417058185761
AL03107,SOUTHSIDE,2,71832,Southside city,,1,1990,5580,5510,8,36,472,2809,401,2726,0,5,1,3,18,5,5,18,0.16803132787468802,0.147101980924431
AL00107,MIDFIELD,2,48376,Midfield city,,1,1990,5559,4946,554,10,320,2368,275,2588,35,258,32,296,3,0,0,7,0.135135135135135,0.106259659969088
AL00207,SATSUMA,2,68352,Satsuma city,,1,1990,5194,4926,219,16,377,2403,336,2529,19,99,25,127,4,0,1,12,0.156887224302955,0.132858837485172
AL02602,DALEVILLE,2,19360,Daleville city,,1,1990,5117,3811,871,176,401,2055,361,1844,70,419,76,457,84,16,23,92,0.195133819951338,0.195770065075922
AL02902,TALLASSEE,2,74688,Tallassee city,,1,1990,5112,4336,737,19,271,2000,284,2352,62,346,73,392,9,3,1,10,0.1355,0.120748299319728
AL00503,FOLEY,2,26992,Foley city,,1,1990,4937,3893,917,91,211,1810,269,2147,76,407,87,513,49,10,3,42,0.116574585635359,0.125291103865859
AL05806,MOODY,2,51096,Moody town,,1,1990,4921,4757,127,12,336,2335,324,2430,8,62,11,65,5,1,1,7,0.14389721627409,0.133333333333333
AL03201,FAYETTE,2,25840,Fayette city,,1,1990,4909,3776,1072,54,235,1685,268,2121,89,483,99,589,39,12,3,15,0.13946587537092006,0.126355492692126
AL00801,ONEONTA,2,57000,Oneonta city,,1,1990,4844,4359,392,71,323,2033,280,2361,28,186,26,208,62,28,2,9,0.15887850467289702,0.118593816179585
AL03401,GENEVA,2,29464,Geneva city,,1,1990,4681,3942,684,34,260,1833,226,2128,58,332,57,359,18,4,1,16,0.141843971631206,0.106203007518797
AL03104,GLENCOE,2,29992,Glencoe city,,1,1990,4670,4557,94,6,323,2169,328,2393,4,45,5,49,4,1,0,2,0.14891655140617802,0.1370664437944
AL06103,CHILDERSBURG,2,14464,Childersburg city,,1,1990,4579,3412,1147,12,264,1632,237,1787,110,512,118,640,4,1,1,8,0.161764705882353,0.132624510352546
AL06702,HALEYVILLE,2,32704,Haleyville city,,1,1990,4452,4367,44,17,281,1997,286,2385,3,17,5,27,9,1,0,8,0.1407110665999,0.119916142557652
AL01602,THOMASVILLE,2,75960,Thomasville city,,1,1990,4301,2487,1799,5,191,1160,194,1331,126,811,169,989,1,0,1,4,0.164655172413793,0.145755071374906
AL05903,MONTEVALLO,2,50312,Montevallo city,,1,1990,4239,3169,1002,29,583,1333,977,1858,99,399,194,605,8,1,6,21,0.437359339834959,0.525834230355221
AL05301,MARION,2,46768,Marion city,,1,1990,4211,1841,2334,15,278,857,272,990,236,1072,224,1266,11,8,2,4,0.32438739789965004,0.274747474747475
AL00122,ADAMSVILLE,2,460,Adamsville city,,1,1990,4161,3482,659,12,247,1697,230,1796,49,305,40,354,4,0,1,8,0.14555097230406602,0.128062360801782
AL01901,ELBA,2,23296,Elba city,,1,1990,4011,2929,1051,10,201,1350,157,1585,102,523,99,529,3,0,0,7,0.148888888888889,0.0990536277602524
AL00901,UNION SPRINGS,2,77880,Union Springs city,,1,1990,3975,1013,2921,36,71,483,48,537,184,1229,250,1720,15,2,5,21,0.146997929606625,0.0893854748603352
AL05907,HELENA,2,34024,Helena city,,1,1990,3918,3614,263,12,198,1836,213,1789,22,132,20,132,7,0,0,5,0.107843137254902,0.11906092789267697
AL02101,EVERGREEN,2,24808,Evergreen city,,1,1990,3911,2017,1845,29,102,923,102,1106,132,791,168,1067,12,4,1,17,0.110509209100758,0.0922242314647378
AL02807,RAINSVILLE,2,63336,Rainsville city,,1,1990,3875,3834,1,11,285,1801,284,2043,1,1,0,0,5,0,2,6,0.15824541921154905,0.13901125795398905
AL03106,HOKES BLUFF,2,35392,Hokes Bluff city,,1,1990,3739,3721,0,11,295,1785,238,1943,0,0,0,0,4,1,0,7,0.165266106442577,0.122490993309315
AL04902,WINFIELD,2,82992,Winfield city,,1,1990,3689,3453,210,15,219,1599,198,1868,11,99,14,111,5,0,1,10,0.136960600375235,0.105995717344754
AL00204,CITRONELLE,2,15064,Citronelle city,,1,1990,3671,2925,690,8,198,1436,215,1496,61,289,56,401,3,0,2,5,0.137883008356546,0.143716577540107
AL06002,LIVINGSTON,2,43720,Livingston city,,1,1990,3530,1632,1845,28,353,812,328,826,240,826,315,1035,14,8,8,14,0.434729064039409,0.397094430992736
AL03303,,2,63576,Red Bay city,,1,1990,3451,3384,56,4,264,1556,241,1831,3,31,5,25,1,0,0,3,0.16966580976863802,0.13162206444565802
AL00123,WARRIOR,2,79944,Warrior city,,1,1990,3280,2679,587,6,217,1269,180,1415,59,269,50,318,1,0,0,5,0.171000788022065,0.127208480565371
AL06202,DADEVILLE,2,19336,Dadeville city,,1,1990,3276,2006,1257,8,148,930,121,1077,123,566,109,697,3,0,0,5,0.159139784946237,0.112349117920149
AL03702,HEADLAND,2,33856,Headland city,,1,1990,3266,2150,1087,27,132,984,149,1188,101,508,91,580,11,1,3,16,0.134146341463415,0.12542087542087502
AL00504,GULF SHORES,2,32272,Gulf Shores city,,1,1990,3261,3224,1,20,122,1556,140,1686,1,1,0,0,10,2,1,10,0.0784061696658098,0.0830367734282325
AL04201,MOULTON,2,51600,Moulton city,,1,1990,3248,2559,521,13,178,1213,160,1359,44,236,43,285,8,1,1,5,0.14674361088211,0.11773362766740303
AL03701,ABBEVILLE,2,124,Abbeville city,,1,1990,3173,2037,1114,15,130,960,119,1079,93,488,95,627,10,3,1,5,0.135416666666667,0.11028730305838698
AL06001,YORK,2,84096,York city,,1,1990,3160,949,2192,15,61,430,49,525,181,951,204,1250,8,1,2,7,0.141860465116279,0.0933333333333333
AL01201,LAFAYETTE,2,40672,Lafayette city,,1,1990,3151,1143,1996,7,44,513,53,634,153,893,190,1106,3,1,1,4,0.0857699805068226,0.083596214511041
AL03601,GREENSBORO,2,31720,Greensboro city,,1,1990,3047,1129,1896,14,61,465,51,671,147,884,155,1019,8,0,1,6,0.131182795698925,0.0760059612518629
AL05401,ALICEVILLE,2,1228,Aliceville city,,1,1990,3009,1374,1617,3,66,627,73,747,101,652,142,968,2,0,0,1,0.105263157894737,0.0977242302543507
AL06104,LINCOLN,2,43120,Lincoln city,,1,1990,2941,1946,987,2,148,947,131,1001,89,457,99,530,1,0,0,1,0.156282998944034,0.130869130869131
AL01801,HEFLIN,2,33976,Heflin city,,1,1990,2906,2498,400,1,171,1178,154,1321,35,183,34,217,0,0,0,1,0.145161290322581,0.116578349735049
AL01301,CENTRE,2,13648,Centre city,,1,1990,2893,2576,284,19,189,1172,191,1409,21,139,26,145,11,6,3,8,0.16126279863481194,0.13555713271824
AL01104,WEAVER,2,80352,Weaver city,,1,1990,2715,2447,145,44,162,1167,173,1312,4,72,9,75,28,4,3,16,0.138817480719794,0.13185975609756098
AL06405,SUMITON,2,73848,Sumiton city,,1,1990,2604,2463,130,4,177,1151,189,1314,7,58,15,72,3,1,0,1,0.15377932232841,0.143835616438356
AL03003,EAST BREWTON,2,22216,East Brewton city,,1,1990,2579,2450,107,7,209,1171,186,1281,12,43,23,64,4,1,1,3,0.17847993168232298,0.14519906323185
AL05502,BRUNDIDGE,2,10240,Brundidge city,,1,1990,2472,906,1532,8,52,395,56,513,134,680,125,857,2,1,1,6,0.131645569620253,0.10916179337232003
AL04903,GUIN,2,32224,Guin town,,1,1990,2464,2164,290,3,133,984,157,1180,23,132,36,160,1,1,1,2,0.13516260162601598,0.133050847457627
AL00206,BAYOU LA BATRE,2,4684,Bayou La Batre city,,1,1990,2456,1554,249,67,99,790,116,815,21,120,24,130,32,4,5,35,0.125316455696203,0.14233128834355802
AL00505,ROBERTSDALE,2,65208,Robertsdale city,,1,1990,2401,2337,24,16,160,1103,154,1238,4,13,0,11,10,3,1,6,0.14505893019039,0.124394184168013
AL01702,LINEVILLE,2,43264,Lineville town,,1,1990,2394,1514,868,3,85,658,82,857,90,412,92,456,2,1,0,1,0.129179331306991,0.0956826137689615
